Id,Price
11128,169174.55628693063
2074,276814.56521197985
933,188738.403150794
2780,181036.4325700415
6594,153660.47291910084
15394,296146.02228202537
14863,144829.35798377724
6698,203767.14473328486
1611,268591.41229654336
174,190164.6872316522
5160,234802.69548201867
3295,284018.8532322147
4559,365176.6125432686
8254,178829.7705819311
10228,113020.59523803163
13924,139534.02115749381
15341,252476.59410365127
4353,180579.85065136506
4334,127520.967196803
1872,162246.67736615398
7823,174754.56607801325
310,155382.35779090424
3704,248308.01356190673
11615,286047.1296120976
6605,234089.46856277226
3381,180581.385766754
2143,144252.31481644788
3191,256574.29740145124
13980,139800.3765829516
15613,170851.80530635215
10943,335018.5252464014
9654,189157.6752191711
16053,428636.84281743976
14931,214829.34969863127
8299,246651.42333054545
2147,181631.23639042824
11567,420373.58150019625
5905,133632.2676688272
11160,124450.67336782007
8275,145547.94090467755
16398,282357.13129265263
11229,187807.9011107714
10309,161723.75227598823
7340,241660.52559838348
7653,185055.3157924925
272,219173.05992102894
9831,224845.877465562
5016,175190.68071820078
5968,122155.57841567136
796,227475.06663458902
12123,133062.77008709832
16629,188315.28875132726
2637,174713.36601406394
6194,199026.25422655384
6216,341354.29089549714
14346,181305.74074975585
6428,139219.45288845987
2891,208840.37087513934
84,175401.0944854673
9260,209641.81029580854
15250,159368.55236346458
2348,179652.644627269
10427,264077.29998077115
13230,250244.8655754259
1691,189729.98933006154
8803,131241.87890345577
5464,273836.70100569766
10559,115992.8449191838
16787,310379.8533051303
4278,169026.33568380255
6183,176707.63920352142
12775,176917.78045952227
10104,184143.38784165864
13663,213540.67597550846
9404,279480.2592034236
14724,201204.17286605824
10040,179689.08596179352
4646,182149.64264420298
4754,163216.18157338453
3310,215135.70941076882
2003,191215.21315723448
7312,194720.74811496123
10921,219422.35128465106
13419,279729.7635556051
10105,166366.82526595815
2196,408675.898251855
12659,233977.7723360863
4380,210850.28388533712
10847,178457.00843473405
10805,260303.13080434597
8709,136632.43362720756
8319,177585.34350000916
2215,196490.91849307902
7000,193657.00320375396
7701,141689.6316497075
9678,200878.66041590914
14026,230336.42052955672
7971,176634.51089685477
13734,149147.8494656748
16483,201231.89161216564
6150,211238.97985486288
2931,267741.520850252
5418,181007.12729802832
1662,443734.4986995296
2441,210768.3672445485
669,161674.63842319814
7734,177523.62612154623
6010,259968.03673165853
266,132487.37333379063
632,128167.9001452799
16221,159861.81537178348
11832,178495.33825242505
5035,129618.14362662759
37,121287.41322563431
6168,191789.17048871264
11757,196992.2141144443
8086,132998.366650116
6529,237186.52745165568
15121,231427.1731210432
13904,144068.7454613967
3711,193260.86651670697
16563,154107.97570129187
14494,202982.32803086028
3006,204257.66823443188
15299,129043.0071084093
92,275239.03851952974
8066,211081.12424409407
16071,202406.01854317
10662,177472.68318400998
3883,250948.09343813092
5511,144659.2290413418
2821,263324.54042281304
9570,190893.45088418797
4326,263988.8492862253
9251,229624.0812990425
9031,203954.19373876744
12689,188087.0381221601
16380,252114.7389818944
1053,244435.18029373707
4568,189024.25724515988
16140,115302.87802590105
14356,352248.29341667605
8466,179673.81010684185
15652,148469.44632079004
3285,120247.07114789475
3198,163790.2167651345
14088,403996.5216090145
2268,126306.52309850136
15472,201706.3315105487
1203,222841.59550515132
7157,337028.6587305599
6886,186850.8396091047
5083,241445.4367018688
7467,119625.00074037437
14068,218988.9980640426
2080,191022.58226525146
10865,153439.24282791495
13516,173876.9708732873
14150,204681.2278370533
7609,169516.74163171314
2144,402819.07189249614
10357,200663.9029149352
2396,223836.53876066743
1526,391050.456562552
10890,248166.19396135228
8638,435270.76156662015
6050,260407.16411294177
7639,115012.03748800678
10544,187065.40517618746
9577,255421.48265725543
13195,213486.8575966089
3484,237619.9411443494
16668,400222.6753015138
7171,178487.12920491328
8547,240792.37333545278
12735,241607.66534256766
9093,191207.53044266131
15323,217386.03809374748
14897,158121.45162770577
5135,139757.4590141328
5327,242878.0753833135
13133,242783.71043466587
1676,284999.8529937041
16296,260890.20890610648
1095,150750.58307633467
12528,160320.0974503806
7348,256194.74215992723
11663,175165.21292640464
1803,201667.52088709336
1510,245241.75205654686
16045,178493.41676066353
2900,160150.79338758037
3236,188444.7117159787
1318,287962.5324398345
14948,207658.22230071216
7840,309426.0578945761
15325,188500.9040056005
8700,180702.42929280363
15706,190694.33221010954
14449,190149.8222862966
16117,177395.0613062501
4529,191907.38771554866
11199,190029.84218266065
4052,320031.4569282196
821,193058.86574932732
68,257487.69256211762
554,123189.31197748854
452,191215.9104094455
11394,288352.3311749164
11393,159243.5019976999
9535,159782.29796239975
4024,187247.07143108043
10069,237011.88895477558
12007,170538.7127764037
12368,337924.87165045046
1259,316939.9254519308
1124,281239.9665308453
3707,191883.8370049811
8767,168485.37140947412
1919,168949.09937820755
16741,165712.2189737379
6664,260817.38130318501
5688,354974.7106000858
7799,164760.469441137
14843,301991.6749378707
7532,161894.38370245227
8133,158283.8074810329
6264,326249.06248112937
4125,171287.68983833835
2410,190617.39893097323
13607,210915.66882790145
1716,262555.7039873738
1370,139260.99981098672
2273,355937.91794404597
15298,333530.83637485566
4284,220625.9699080527
12303,162439.65717949872
7808,156811.52921906963
2203,134633.24871651275
7237,122775.32328450846
15864,164392.7030298631
2844,178286.93441736154
5729,166999.1102567463
11812,306164.31548213825
1779,182374.80763452646
6442,149773.90839705343
6160,203136.79749702898
8266,204766.73909379204
9903,162171.59199462555
2867,131412.4270603876
6998,178726.72577692886
13932,191143.53209048018
12587,192436.1817651384
3611,249285.00134515986
2646,283810.0086105846
1890,172458.0301219948
860,250515.12687789658
14187,193454.81781061375
12569,273143.09965239355
1276,140912.44026400778
12025,193513.08377685852
4890,315718.42735579656
14410,284438.49116229924
10352,331072.94249441987
11407,281569.8533375233
10384,174812.1929909914
7622,279221.8021879165
12578,189284.03612701182
15820,169833.65669947944
563,201699.21580497466
15226,171826.6486146514
6396,213298.94025946737
6247,144494.8081485307
3339,168137.32424794015
10975,276709.59903098317
7475,154504.548874988
11129,201570.0827320622
3051,265561.46412246424
10232,246960.59454288296
14106,178353.5655523896
5502,212751.3353617947
4558,121424.40083408478
4181,150057.7037899409
8426,131539.27571460503
6611,188849.1346497232
14641,156858.57160206203
15539,253347.43597841504
13119,146921.13489876775
11716,173245.1860999945
7316,232746.2079001043
7791,115742.12866954923
13034,330894.1339442722
1068,283935.2787050411
4060,169907.4738152636
10172,210501.73280368795
2591,197956.6209040216
12494,331551.79582830094
7828,297194.8773203819
15284,173588.66967431083
7947,176498.9467623195
16335,206146.65632093098
10234,317032.69643630745
2797,255268.81593311482
5341,253104.5577830773
3059,265710.18522438675
1559,127520.967196803
15320,262151.94754179695
10284,370199.6250374629
4134,217065.28772891153
4481,225276.42109672553
7222,181202.3824358304
4062,200752.95003095473
2192,189988.90365235947
9637,182712.91777139273
16236,173602.7632386084
4272,162749.18829107238
9406,267067.05914759845
14309,241339.59324843076
1946,312622.0951399194
16235,250007.22437292457
7146,175141.57362237104
16784,250806.09267006678
349,327546.3618895637
6251,177423.08142558552
5128,365728.1550653308
11718,182315.1915945516
16721,141022.00460499706
12517,218305.62540063704
15961,195953.28721263155
9428,168393.68106460615
14541,156961.43845926493
10168,125226.34150317353
11270,190098.55724377543
13210,261842.25432825682
11518,190001.0967835039
12612,175362.51604328255
16352,157484.09664133054
9935,141984.7449892439
15521,293963.3524955541
11482,197082.40818254236
11443,183559.4371797706
9459,261520.42360699206
9218,178478.83819814198
854,136391.96440697843
5619,136154.3076186022
9208,174216.28291727425
4391,141504.95087574032
15207,159236.38518202445
7183,179730.80880675773
16442,214316.26782367882
7936,120057.71474104337
10606,355269.40416176675
4979,159181.55480587986
4854,262593.9769746938
16476,123982.69764377455
10516,161603.16343594386
16261,270260.28020120313
90,406179.84689790214
5433,176528.00468385045
14338,131491.44485220755
13487,222992.06653226734
8211,436955.43724791077
170,183538.72340712976
14051,112940.16190243879
10686,200738.9734120065
7595,266904.3341440403
6777,402597.8976195726
14661,171886.74566635006
13991,326406.7891415383
16795,187930.2558234599
2740,124329.1122567877
7368,289114.18278683146
2413,252683.23936298792
1852,455031.2080278455
15200,374082.58513877797
8467,321556.837980258
16379,281242.17952859757
3375,187840.37390789113
5945,450723.81636514567
2641,182656.21760213524
2837,325936.4573543574
3498,246950.6440627921
10876,162424.810565728
1285,208009.16459149125
9285,241402.36808402234
4015,321576.3077983115
2526,175833.08998098408
7814,195190.0370989436
7117,283470.77075727994
12359,122402.08799768845
3303,315108.747459416
13874,190400.83276113484
5484,179420.29735312998
15067,149689.10540926838
12639,204283.3464396032
3388,239467.07629592594
4256,176206.042416701
15738,197622.01119853093
14049,175678.58972257804
15780,189081.57621874797
9564,178653.07912163867
11910,205027.84352865367
11315,227136.96820716374
1733,172104.2356078971
3910,290352.4877089637
7552,431976.4046367683
254,206574.45632087902
5222,241222.12324227105
8314,208949.83364075786
16743,206481.38228871624
10335,133808.07365586035
8226,266514.59146092687
12254,204946.87679752335
13152,238772.71535344434
15020,197367.9998861254
16349,224365.4209447238
11924,169978.89099151158
12543,182300.42065157832
14114,212678.615621103
12318,258042.57984371003
15383,190901.91062158946
6679,236826.20271170404
635,189154.45791605086
15993,271489.499336435
11375,190959.23156560332
11216,187656.11570284746
15401,219059.92186254877
11301,148253.19850417227
13804,275179.07235007564
10839,201663.07247005365
1588,323006.87301768037
3596,189654.70348698113
5816,188013.0619395256
8099,144392.43666323557
6551,202347.63653482066
14075,476532.76623881364
13431,196152.46952453748
9481,280895.860141814
5295,147664.14934522816
15859,334571.4760327034
10634,338097.13107797405
444,204753.73746885595
11686,256739.19977645547
1213,210270.64286222734
13970,185437.05551948064
6849,420412.07400019356
9911,233656.9662729617
5649,165129.27534939192
7184,254895.06120305465
5877,277647.33992219495
1655,319752.88203765685
15301,198735.13112665343
12389,219816.0733310072
5241,248788.67963276108
7048,172806.1682321349
10574,178805.9175680857
8593,150352.45894753776
4752,183493.60229817475
14663,185761.10781656991
10994,215334.1408562854
87,126908.25336981824
5132,131578.36025885155
6372,370705.7995750798
7411,264293.94555173756
3319,230653.57386137435
9355,132054.27874346022
5139,259771.7318747224
56,263297.2831666375
3249,174700.06725027706
5047,121138.36816392612
13238,318726.0633622905
2190,317463.97636364313
15599,176822.17569416403
6542,168943.67897804864
1968,170343.89439608232
5630,221985.47400520399
9157,241838.1418739116
789,184956.2280457978
1413,272012.8677581294
12514,254543.25286667355
13459,143993.29287134323
1345,218795.77526215318
4034,205412.9409248605
15169,158374.17945304708
6770,254834.1791925679
3334,180194.85775103877
12998,170378.69197716954
15870,243288.05911353746
1871,158933.16580315417
5770,179871.1594102347
13196,163962.72125168287
7633,176459.2186920481
10699,201959.7814104266
15470,194189.03152289073
1903,452781.96298514353
13860,261719.39913137484
7649,181725.5413409503
11043,234069.527968881
2922,203294.31524401956
7538,315609.3479393657
9477,120190.06718198731
117,414586.2865477697
1457,250086.9074006454
7082,175721.5166330723
3053,256208.17909699737
12522,114723.29408874059
5744,369856.348506608
13566,366210.1529275155
1464,125710.29461362137
3852,132744.7977418297
9557,211998.64519217453
14719,359277.26387383044
13978,132540.65643731994
3286,161552.46838525924
13019,326334.0057876192
1421,172835.87620018286
13502,183478.11559301938
14811,127071.70409395752
9297,282759.6801026054
7749,393631.999768376
16555,143835.99448725826
14576,186262.25529360547
12766,161334.14885847474
4679,158539.35754403187
10033,184287.87019905116
11231,242350.4797280127
15112,176828.95320794664
10617,179357.53732341577
2175,167826.3131163151
16502,438670.03236101166
10106,182929.83114655546
12561,164481.57701213827
15907,265145.89198163437
8069,137969.91863763795
8316,130776.97535435903
12343,251010.24105956082
12092,179113.23065931673
1527,176899.24234350427
10010,233565.90790867043
655,133452.94283631758
10549,145075.99274098285
3248,138757.6900610475
13499,241275.88047201262
14959,196896.6672804893
6070,160963.93144344573
11360,224083.1355960142
12102,203431.86876306214
11870,321781.81678592856
3713,168301.10679447267
3230,163373.43002021406
7742,244178.20693885433
15092,341102.96689603536
8728,284942.4014967082
3386,151306.98473103263
9409,159855.6987404797
16545,265721.35194001155
3127,170168.98012532014
11344,173387.93629427004
2112,248275.5560270702
7310,200718.77848494277
6313,228554.2677154251
3681,383732.3972393881
5114,380377.6834585067
270,166795.8217508473
14350,179148.05042953772
12223,312709.4526354326
1066,202634.09453337223
16116,388788.7421044433
11410,440027.1880642364
4088,173947.82721713174
5956,177248.81578282986
14669,167583.44754787046
13871,134563.2492657422
4126,213439.33089723566
12114,213540.40464815393
16607,159831.90939673252
4266,213998.3208537774
13518,192873.03999444374
11856,296768.51087400445
3885,247437.895967146
8891,165103.04432447316
4964,166132.72353817473
7696,193577.99216382834
6894,163823.78315229583
9766,175662.34597026202
4800,168023.08664632766
2840,185936.97372667625
4743,172382.66774170753
13562,445746.73694834876
8301,202049.18355790194
5405,167426.98754242266
1535,182860.54201771133
9073,130613.83648173207
1698,341382.78652413876
12262,240367.2488190612
6794,182452.33437736586
12701,176239.43886791397
8432,203633.27026379085
13540,147055.68322674787
8629,146258.3582150087
1440,192266.58978066433
8596,197695.1731179899
9575,265592.05861308955
14976,112348.79462982582
3149,202476.26646933542
5157,190329.28839941125
10748,171931.12378368565
9719,357746.75327996426
6376,178763.57827097905
9733,173915.24912624084
4749,222816.07058512056
4994,358780.70811249025
538,185574.3142223777
5512,136356.2067511031
9778,171873.97329523228
9761,146061.1611188494
3174,357832.933771272
13429,220557.10004495629
10467,118554.18152036618
14129,192826.47344531954
13608,216249.7496132436
11106,157477.19969871597
12048,183821.81627388988
1054,341540.9701206317
3582,207048.87551907304
1566,169576.66444386626
11529,154428.64794838347
11859,165272.83696304332
10582,145471.7458406914
14907,426630.5796679121
14039,169493.1324492284
10489,179968.0789174849
3331,320981.163726795
10153,239352.65467828684
5271,171724.44213469868
11871,365649.0175071457
776,133249.6182008394
3994,163873.40965162573
9433,126721.35409681135
14275,128103.4949793859
8030,273569.89058030496
8169,282248.75288959965
8053,176169.4502710417
4822,212358.70374739327
13197,237787.3616714966
13634,254093.50598112057
8951,202490.00845518045
12176,261972.79126785067
15471,158842.8583324996
14962,152243.10050302435
12512,118181.08823280946
8697,382360.06730095873
7095,246578.76111012974
13639,198953.20606862742
16660,186561.07877808047
5848,144458.96610619925
5386,181427.9160341998
10880,298569.3327451395
3954,176528.17992358122
13426,288832.5322905098
5966,191172.88876557685
16315,303424.6203045176
7455,183726.97553071284
11071,246790.9321825831
14740,204887.35743014066
16087,195272.88562037758
8931,258582.31268799154
15289,175652.19761617872
16089,268992.408512228
12128,179953.46944594794
4724,237063.31601996842
8585,194123.52401977856
7188,211372.18182624146
5423,200564.8223001761
10488,231069.42595914402
5980,237122.3932209829
8376,239393.71079487543
12397,136231.73299669113
16496,187865.2717344467
4891,263747.8282061253
9710,155075.68463657034
6339,174737.07462101613
244,195336.67461608394
5002,234165.10229181175
5358,177197.96955891536
7636,155623.4823027396
9361,330294.0166962329
3601,131570.82750430165
15755,172662.6274820808
172,179807.48495580704
3037,303169.6480993417
577,271632.118922972
3607,191868.90800839826
2515,142118.74251974325
10413,160643.28949588593
10511,243833.35473907815
4637,454923.0731563385
12736,248318.27475995306
9534,242767.68117791423
11641,182849.34164518846
10419,249919.7071337466
15313,197286.8838884559
14915,195765.1184599563
12409,354595.75929620734
9405,130748.97827802095
14066,210026.95324226114
14108,178582.35439463225
11931,235401.97575789105
11464,322401.55624361837
926,158751.00606521935
11190,214258.83780327853
10260,179617.93372145746
12712,210595.7341169397
1234,208090.87855683238
11608,112839.35616874721
3776,245788.46189517365
4881,203136.7414092338
10266,224865.75500772597
3262,255642.22658787583
3576,379531.1365877638
16604,374835.7627635688
8041,192832.82527800594
10691,253211.0271641844
8357,184823.8419124098
11661,156269.2833708456
4453,250192.55787601898
15936,213739.43562416788
8463,261658.18358243373
15770,247937.78193109168
466,171002.10369918667
14965,117011.80051414418
11227,185447.7377297328
9894,285154.2685471995
11746,197526.79974823762
4118,145538.53424968565
756,321807.04894587514
15589,215913.3872328134
109,329548.2307503613
5778,228128.73615130965
1731,140399.6462888034
3450,169376.38867260606
2961,201982.04921953616
222,176028.0429031367
11454,343282.12346887647
7339,179957.63744942966
12096,114545.99155865515
14074,190547.696919056
4058,270809.7549788041
6603,275571.98238486546
3289,121799.96701833811
16681,236856.30885304764
8200,322488.46076395066
3343,156482.36902604438
7802,183052.27156948115
2082,375935.2830387477
217,259163.6350183031
1720,185023.92449107257
7224,247484.96605842497
6176,141745.3304622652
12571,256890.5766076257
16666,289002.50842834794
8908,227540.78035185265
6914,191483.23824027448
5428,177174.27780634342
381,182452.33437736586
3991,177207.9502297613
16365,271026.2468705534
1046,224015.80148651663
391,159783.7184771333
9212,323478.9663892837
3022,187248.01428071226
9961,143856.2771596099
6764,211398.26537651807
7720,175705.30714171764
4809,208771.99377655546
8877,317124.4179731105
7817,190516.53524656128
10614,116853.12727645082
5553,281057.7505359303
16488,133806.11158357456
11002,182301.95662582235
13592,314290.8914670144
15050,231768.7837405447
13553,249491.2730883992
9041,177736.3829481827
5461,402876.2497685782
16274,253802.17314805742
2138,171860.88618835103
6245,179837.6939303818
8245,195213.15145377134
6491,211699.06104834922
13218,223492.53826499093
13101,139260.43235624468
10462,144211.0304952398
4079,193503.04850801005
1506,396531.76250059804
14107,130776.97535435903
12215,267282.8179756719
11576,285647.2264873882
10567,242369.89908976332
12713,211748.602819258
1468,394503.60269259877
2549,243808.11525904675
4172,206008.47442480177
12380,203799.32748458453
3513,138070.27005892844
8165,233467.32424529444
1127,204520.7296556004
14601,385332.4895985799
15526,293955.9713784645
986,322818.6827176692
14968,213480.07989486636
9348,221993.36380299582
6317,284581.8912642345
7497,119472.51944756007
5079,353946.478103044
528,178688.51916021298
10964,164863.26651506932
5812,324234.11675300373
11022,233725.28915963948
16251,143020.85925893075
5863,138574.12988333232
8664,203634.173216893
5396,201696.17597830266
6917,247559.0318904619
12776,130753.6136962854
473,241013.15377652075
13333,218142.61093746513
13023,179972.3447360277
7357,233721.89449809786
10955,399147.7023902469
11914,334822.1581252009
12535,200420.79766336226
11205,191892.98787799504
13209,191358.08901240677
16119,325339.6885527196
2174,235647.38343317312
4834,210494.15562650724
10151,182244.5726986746
5584,210072.32641994132
6672,209852.05190345913
12858,302813.04728391574
5106,174049.19606985868
8884,190892.61456543018
13766,182834.6689012522
12556,122075.30928824008
12910,221149.90465858942
6258,130776.97535435903
7100,218619.7790763795
1793,185757.33702696036
3335,182171.92638696992
12835,192390.31449931551
10591,172689.0024143223
15707,234314.20291220202
16389,163292.61183251705
7440,348373.9916718751
6293,192065.20804154756
3937,191181.00452477642
16527,193671.4031455283
5102,245931.0029821327
10734,357851.8717391067
7986,150143.8424521191
6495,112834.00217160708
9571,214026.01305244584
5131,195184.17682017517
10761,309076.200346677
143,384102.10095037316
13829,175696.93367696612
13662,242612.0133668905
1771,145294.22997274314
5448,198268.25371615763
8594,172105.4359572111
12038,288720.53174656426
16471,177089.10671906377
16764,144787.8747408318
1282,191651.44198351167
15101,248940.9674754313
9473,149818.17006604935
2324,402535.0699899718
14448,234865.5523782443
6000,120587.90733676581
2077,142809.03556905338
12960,246398.87701398937
15837,197546.16766857094
8805,241582.7854323331
9987,242360.18661541323
1580,325947.03254358243
11089,130816.13314715498
10926,215923.44115689344
12773,404474.21551003994
6490,268680.56816283264
10858,130920.26517610224
2831,154814.31770920393
16326,163849.34995011156
371,215404.1269432039
8852,220557.10004495629
6713,295648.3924276928
4230,203939.97792754657
3639,215272.11363482033
3642,191854.26114659768
5149,190640.3867420277
2861,208241.20240464728
13300,139254.0500023642
2807,352900.69794760644
5919,141038.22537414188
12716,448044.645430972
4271,252608.25846087892
16055,235863.96131655198
3747,287198.2830029984
5857,262024.22083337788
6884,363277.21697671025
16027,278366.49423321744
3512,343695.0775298995
5181,169091.69531314864
16732,263859.97408366884
1908,179024.87912608712
12082,184772.62637679066
7286,143287.6105525433
8216,152728.20318225064
6929,326648.68430936296
3950,287442.49748189206
12479,176107.8460827409
877,124845.25120627295
1366,194071.43013642315
384,139927.03643663996
5767,213013.22872936417
6910,172763.00805393074
187,199151.28957889837
10164,256678.31407779508
8603,210253.85541640435
15834,193401.3381563829
3078,130874.78026549697
3479,259497.93949622897
6671,243820.34243597087
6078,173075.67589029908
16271,163701.51284633487
16191,172416.59969315692
11544,192193.5756274627
7781,205994.99304628736
14918,327975.2132993357
6238,193075.85854963504
12989,207419.90294503607
11907,177856.08826484025
9696,158518.8262637182
14084,300800.89467668964
3895,162566.77433092546
4367,189194.96975219157
8453,119748.52539709548
7638,313837.08290051564
8373,247300.41489573743
4674,175926.99106019232
15787,164763.54369832037
5903,259413.92657976627
13679,208712.15693016336
9018,401503.1490985623
15823,267114.5135939251
13289,144939.59483271834
9896,191834.02662127317
14436,199559.44087895568
5547,222212.46415083364
4048,348347.8694744533
16579,238950.43109187568
8550,205020.22498905117
9385,277954.662399422
5242,164479.64590492446
31,205016.43005482084
6144,287262.07948411786
3990,230351.82965906852
2523,140572.95455467765
12608,256296.18786357998
7234,178852.82090127943
15264,204628.68310407377
9623,191356.07954298388
3161,328409.4209689374
7425,111863.27182299257
13021,295951.71058782353
4044,156803.21013199378
15411,238941.93753984294
979,289955.90889451513
5514,238941.93753984294
4817,174754.2351255044
2115,181087.1885719044
10571,282072.6175943868
8992,244219.67394938105
15546,174445.68067354837
11359,136494.79994999003
11972,175176.72609903713
12838,189274.67353691024
5948,131535.40653795208
422,269374.5208003976
4855,145278.15202071838
16197,115817.514206249
8926,407716.49650279887
5703,203519.75915365416
8848,208433.89057870573
7039,319653.6052093329
3806,156391.07500832938
15154,242713.8057178105
13132,180283.40506888207
7438,199039.11408107736
4398,229250.86735020074
2440,187448.22850019112
3751,163509.89914383146
1476,179455.75948600727
2264,299584.4663870488
16444,164876.35480616224
10704,187424.86891183216
4033,135684.92881871425
4508,122693.70353322235
16290,261879.53395068736
10387,202986.49970089737
5457,166026.12662293826
4910,282569.8850151479
7451,193097.30496144298
10732,170200.9873074828
8015,140523.8105814584
6148,176537.72515297338
5892,239950.2195932771
7825,210883.58489644327
6851,211114.19632239855
6633,205260.31184894202
2139,246022.8333911106
10213,269617.72810230183
2830,211947.11791460094
13907,132168.8852833551
15897,336586.88686425186
8311,175576.41330144327
14230,196101.74682821156
3878,204978.70611475012
13732,195481.02009156643
12110,176800.62046277893
10675,347291.66468455666
12946,135051.2110345309
16754,222657.50200514006
4394,262118.6807451646
16728,177200.74124676295
14378,324384.2073950732
9949,174731.23523115896
994,178608.78955738514
13258,161460.7348379567
5883,372574.0440253208
6933,329628.7718059577
13193,245766.71466586876
13286,176178.85643836364
13407,370836.76673381
7512,137794.40655301634
7221,226922.78084040256
14428,176438.22947467226
1740,196743.9380534951
3,154758.7597190772
12952,216287.78057299816
11537,137476.01819538168
2558,143472.72039385338
14081,266203.42252144765
3517,206498.24865789153
7149,243819.44107895545
15777,115746.81948579865
8995,237475.22473119653
826,393855.21819326177
509,278556.8775517557
14875,283685.81955477886
6591,167012.93636235298
11283,115311.14322622251
9897,247199.14495033774
14902,175710.24804900665
14291,179633.07682434033
3162,241226.23957781345
4206,189341.67984742209
11580,195711.3848814839
2007,220404.06549867254
14939,284512.28739390674
13572,202676.39562970813
